Survived,Age,Pclass:1,Pclass:2,Pclass:3,Sex:female,Sex:male,Embarked:C,Embarked:Q,Embarked:S,SibSp:0,SibSp:1,SibSp:2,SibSp:3,SibSp:gte4,Parch:0,Parch:1,Parch:2,Parch:gte3,LogFare
0,-0.20373397167686236,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,1.6469260473614113,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
1,0.6444852037156797,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.6035509621337427
0,-0.5892881423098361,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6427666413030613
1,-0.8206206446896203,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,-0.7049543934997282,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
0,-0.8977314788162151,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.32742317710763974
1,0.41315270133589554,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.5266675688734386
0,-0.049512303423672875,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
0,2.2638127203741694,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.2943685371873493
1,-1.9001723224619467,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5360362362843256
0,-0.43506647405664656,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8401888201395213
0,1.1071502084752483,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
1,-1.6688398200821624,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.35756132622088505
0,-0.8206206446896203,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,0.2589310330827061,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.3855760988328648
0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.2285124924905013
1,0.0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.16085080696309492
0,-0.049512303423672875,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,-0.5892881423098361,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8928734755046605
0,0.027598530702921863,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8802332550414627
0,1.1071502084752483,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1.6035509621337427
0,-0.35795563993005186,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
1,-0.43506647405664656,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.22545466344999224
1,0.567374369589085,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1.0557178498027588
0,1.8782585497411957,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
0,-0.049512303423672875,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.5372700162302351
0,2.495145222753954,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.36887521812612184
0,0.027598530702921863,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.12394241433985984
0,0.875817706095464,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.09875172535526437
1,-0.049512303423672875,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.17689417903005084
1,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.47300480617113
1,0.027598530702921863,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.5630232133138695
1,0.41315270133589554,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.391263226400596
1,1.5698152132348167,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.34803752481544026
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-2.0543939907151363,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5360362362843256
0,1.724036881488006,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1.4787865596695708
0,0.7987068719688692,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
0,0.4902635354624903,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
0,-1.0519531470694046,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.7717876863475427
1,-0.35795563993005186,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.813347697075003
1,2.1867018862475747,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2.1502748625358223
1,0.41315270133589554,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2.023536859066961
0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.5235984704074331
1,-0.35795563993005186,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
1,0.875817706095464,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.06344740280193818
0,0.567374369589085,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.4807431204934364
1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,2.5722560568805486,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.4568811625230784
0,1.184261042601843,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8162958449741207
0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
0,-1.745950654208757,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.46120577057532036
1,0.41315270133589554,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.10057685118335938
0,2.726477725133738,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
0,-0.1266231375502676,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8040631122385047
0,-1.0519531470694046,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6278983971940165
1,-0.8206206446896203,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.34803752481544026
0,0.2589310330827061,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.7137913206414161
1,0.027598530702921863,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6278983971940165
0,-0.5892881423098361,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
1,0.9529285402220588,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,-0.5892881423098361,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-0.2808448058034571,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.4684854137973782
1,-0.8206206446896203,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.615733420931225
0,0.4902635354624903,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.33989683220840217
0,-0.43506647405664656,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.6939318021741258
0,-0.43506647405664656,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,0.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.41188124248951113
0,-0.47362189111994396,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
0,-2.131504824841731,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2.137400729468131
1,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.5073252972747547
1,1.5698152132348167,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2.641698667240758
1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,0.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.23703748161736124
0,-0.8206206446896203,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
1,0.0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.3797545333633618
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
1,-2.214784525698453,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2.137400729468131
1,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.8170326881213854
1,-0.9748423129428098,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.7985511489141466
0,0.027598530702921863,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.26851174638578285
1,0.027598530702921863,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.1368621346086307
1,-0.43506647405664656,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.5227863134410158
1,-0.8977314788162151,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2.7016855969383964
0,-0.2808448058034571,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.34803752481544026
0,-0.1266231375502676,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,1.0300393743486536,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.35756132622088505
1,-0.2808448058034571,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8040631122385047
1,-0.43506647405664656,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
0,1.8782585497411957,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.2593372116337741
1,0.10470936482951661,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2.223881820869732
1,0.7987068719688692,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.0149302376163543
0,-0.5892881423098361,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
0,-0.20373397167686236,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
1,0.027598530702921863,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.3797545333633618
1,-0.5892881423098361,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.45690919416588743
0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.3405306257400547
1,0.4902635354624903,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2.023536859066961
0,2.4180343886273588,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-1.0123980756774682
1,0.4902635354624903,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.10470936482951661,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.11386350591080552
1,-1.0519531470694046,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1.1554240269918172
1,0.0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.23703748161736124
0,1.2228164596651403,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.43954197631724384
0,0.6444852037156797,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2.1502748625358223
0,-1.0519531470694046,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.015070744989413125
1,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2.0084277074257786
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,-0.049512303423672875,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.2963934907141978
1,0.875817706095464,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2.0149302376163543
1,1.184261042601843,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,1.184261042601843,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.6595596284377518
1,-2.131504824841731,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.34803752481544026
1,-0.43506647405664656,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.7041348162355505
0,-0.1266231375502676,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,-0.35795563993005186,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,0.4902635354624903,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,-0.43506647405664656,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.7987068719688692,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.12394241433985984
1,-2.0543939907151363,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.13609932088512522
0,0.9529285402220588,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7137913206414161
0,-0.5121773081832414,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6553223867613643
0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.6453066419459915
0,-1.1290639811959993,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.8797057343266783
0,-0.35795563993005186,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.026005504570564355
0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.8802332550414627
0,-0.1266231375502676,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6278983971940165
1,-0.5892881423098361,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1.1018635315358583
0,0.6444852037156797,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8011496105347625
1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8011496105347625
0,0.7987068719688692,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.4183085208915914
0,-0.049512303423672875,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.41188124248951113
0,1.184261042601843,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.2285124924905013
0,0.41315270133589554,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.902456157512856
0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-0.16085080696309492
0,0.027598530702921863,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
1,2.340923554500764,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.4208155840694023
1,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.8797057343266783
1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-0.43506647405664656,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.3368624460352818
1,-0.35795563993005186,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1.1099819086334555
0,-0.8977314788162151,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.9761624415964449
0,-0.8206206446896203,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,-0.5892881423098361,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2.023536859066961
0,-2.0543939907151363,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.1399350185114177
1,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.510589744881625
1,-0.5892881423098361,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
0,-0.20373397167686236,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2.4798959094713493
0,-0.7435098105630256,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-1.3919808170275156
0,-0.8206206446896203,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
1,0.9529285402220588,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2.5550223929671447
1,-2.2086156589683257,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.1458239529090261
0,0.18182019895611135,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.79583329239644
1,0.41315270133589554,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1.0449688796963805
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,-0.8977314788162151,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1.3968235412525474
0,-2.2086156589683257,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.9404207527945305
1,0.4902635354624903,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.81875513064045
1,-0.9748423129428098,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.40720691059400455
1,0.4902635354624903,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1.8979773673264646
1,-0.6663989764364308,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8109012321554833
0,-0.1266231375502676,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.79583329239644
1,-0.5121773081832414,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1.8388890238834192
1,-0.43506647405664656,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.08830698170231352
0,-0.5892881423098361,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8109012321554833
0,0.10470936482951661,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.8040631122385047
0,1.2613718767284376,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.34803752481544026
0,-0.5121773081832414,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
1,-0.1266231375502676,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.35679080748513675
1,0.7215960378422746,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.79583329239644
0,-0.2808448058034571,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
0,-0.6663989764364308,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.5963995297390138
0,-0.1266231375502676,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.1391610272367666
0,-0.7435098105630256,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.7137913206414161
0,0.33604186720930085,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.13641831016745684
0,1.6469260473614113,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,-2.0543939907151363,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.02493393364075357
0,-0.6663989764364308,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.813347697075003
0,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.32742317710763974
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.9273611464653619
1,0.2589310330827061,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1.6035509621337427
0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-3.057633558590874
1,1.1071502084752483,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.79583329239644
0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
1,0.33604186720930085,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.570934615535022
1,-0.8977314788162151,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.33062928006346515
0,0.027598530702921863,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.33062928006346515
0,-1.514618151828973,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.274693171425726
0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.7992195737108371
0,-0.6663989764364308,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8182699042247106
0,-0.049512303423672875,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8016385050678085
0,-0.1266231375502676,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.23214287539278555
0,-0.8977314788162151,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.09875172535526437
0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8770972127627564
1,-0.1266231375502676,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
1,-0.8206206446896203,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.34803752481544026
0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.8162958449741207
1,0.18182019895611135,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.781461362003806
1,-0.1266231375502676,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.36887521812612184
1,0.0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.12394241433985984
1,0.9529285402220588,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.34803752481544026
0,-0.9748423129428098,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.8928734755046605
0,1.5698152132348167,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.118338506277946
1,-1.206174815322594,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1.8979773673264646
0,-0.6663989764364308,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.6272094169050633
1,-0.43506647405664656,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.02493393364075357
0,2.6493668910071433,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2.7041348162355505
0,0.10470936482951661,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.533894971952614
1,1.184261042601843,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.35756132622088505
0,-0.7435098105630256,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.6278983971940165
0,-0.35795563993005186,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.813347697075003
